"","Length","gencodeID","ensemblID","gene_type","Symbol","EntrezID","Class","meanExprs","NumTx","gencodeTx","passExprsCut","logFC","AveExpr","t","P.Value","adj.P.Val","B","region","type"
"e674958",282,"ENSG00000149557.12","ENSG00000149557","protein_coding","FEZ1",9638,"InGen",52.1318885299789,1,"ENST00000527534.1",TRUE,-0.0531329541866057,4.03095361038699,-3.95296522602333,9.28025342490913e-05,0.0595532482849634,0.764806759270974,"DLPFC","exon"
"e677460",151,"ENSG00000080854.14","ENSG00000080854","protein_coding","IGSF9B",22997,"InGen",2.36444174300179,3,"c(""ENST00000533871.6""; ""ENST00000321016.12""; ""ENST00000527648.2"")",TRUE,0.184072530886439,-1.25349088567473,4.2138021062499,3.1726421341641e-05,0.0406882540548768,2.11872219410994,"DLPFC","exon"
"e677461",112,"ENSG00000080854.14","ENSG00000080854","protein_coding","IGSF9B",22997,"InGen",3.33535511287609,3,"c(""ENST00000533871.6""; ""ENST00000321016.12""; ""ENST00000527648.2"")",TRUE,0.166449399159148,-1.1780747480815,3.78441716564223,0.000180199509371656,0.0718954346329372,0.613294532409082,"DLPFC","exon"
"e679001",99,"ENSG00000082805.19","ENSG00000082805","protein_coding","ERC1",23085,"InGen",28.7587113001494,13,"c(""ENST00000543086.7""; ""ENST00000542302.6""; ""ENST00000546231.6""; ""ENST00000347735.10""; ""ENST00000440394.7""; ""ENST00000545948.5""; ""ENST00000360905.8""; ""ENST00000611180.4""; ""ENST00000397203.6""; ""ENST00000589028.5""; ""ENST00000355446.9""; ""ENST00000538971.6""; ""ENST00000588412.5"")",TRUE,0.0690941259576452,1.387603079335,3.57597362352042,0.000396183330540619,0.0952817306099396,-0.321996874165665,"DLPFC","exon"
"e679043",65,"ENSG00000082805.19","ENSG00000082805","protein_coding","ERC1",23085,"InGen",27.4740436903986,7,"c(""ENST00000542302.6""; ""ENST00000347735.10""; ""ENST00000440394.7""; ""ENST00000545948.5""; ""ENST00000611180.4""; ""ENST00000538971.6""; ""ENST00000588412.5"")",TRUE,0.0916917967995263,0.709656740753353,3.89132380483536,0.000118617632478026,0.0622840362963513,0.865595926009533,"DLPFC","exon"
"e679252",56,"ENSG00000082805.19","ENSG00000082805","protein_coding","ERC1",23085,"InGen",36.4947149229235,1,"ENST00000539802.2",TRUE,0.0808871298336611,0.925148168088375,3.77404984779563,0.000187561817135329,0.072925321691157,0.42008165132768,"DLPFC","exon"
"e679855",107,"ENSG00000151067.21","ENSG00000151067","protein_coding","CACNA1C",775,"InGen",5.89579494792492,23,"c(""ENST00000335762.9""; ""ENST00000399655.5""; ""ENST00000480911.5""; ""ENST00000327702.11""; ""ENST00000344100.7""; ""ENST00000347598.8""; ""ENST00000399591.5""; ""ENST00000399595.5""; ""ENST00000399597.5""; ""ENST00000399601.5""; ""ENST00000399606.5""; ""ENST00000399621.5""; ""ENST00000399629.5""; ""ENST00000399637.5""; ""ENST00000399638.5""; ""ENST00000399641.5""; ""ENST00000399644.5""; ""ENST00000399649.5""; ""ENST00000402845.7""; ""ENST00000399603.5""; ""ENST00000399617.5""; ""ENST00000399634.5""; ""ENST00000406454.7"")",TRUE,0.108672694401729,-0.492604693219121,3.62616596892645,0.000328819898320575,0.0895689369415258,0.0662108236566938,"DLPFC","exon"
"e682032",568,"ENSG00000111262.4","ENSG00000111262","protein_coding","KCNA1",3736,"InGen",1.87682504159286,1,"ENST00000382545.3",TRUE,-0.150585726076431,0.312812263615782,-4.63150240859291,5.06647681754843e-06,0.0200336384793428,3.80732844495522,"DLPFC","exon"
"e682033",7408,"ENSG00000111262.4","ENSG00000111262","protein_coding","KCNA1",3736,"InGen",4.49682227287956,1,"ENST00000382545.3",TRUE,-0.149468174518129,5.2238245284441,-5.77555978058677,1.6502831277143e-08,0.0016361855840958,8.90202776703597,"DLPFC","exon"
"e682038",471,"ENSG00000111262.4","ENSG00000111262","protein_coding","KCNA1",3736,"InGen",5.72638438184457,1,"ENST00000543874.2",TRUE,-0.171908180553821,1.58734776650852,-5.84842729312776,1.10815557975745e-08,0.0014649188809565,9.50890926287978,"DLPFC","exon"
"e684123",159,"ENSG00000010610.9","ENSG00000010610","protein_coding","CD4",920,"InGen",1.59863931744173,4,"c(""ENST00000011653.8""; ""ENST00000541982.5""; ""ENST00000437800.6""; ""ENST00000536563.1"")",TRUE,-0.346401392497122,-2.45499089780277,-4.52795370096663,8.08945167203674e-06,0.0241259524171074,2.78466678761982,"DLPFC","exon"
"e684134",92,"ENSG00000010610.9","ENSG00000010610","protein_coding","CD4",920,"InGen",1.95644806964646,1,"ENST00000536610.5",TRUE,-0.32398167702424,-2.95791133981771,-4.01157265147542,7.3273550208235e-05,0.0553011433659845,0.789260386890341,"DLPFC","exon"
"e684143",322,"ENSG00000010610.9","ENSG00000010610","protein_coding","CD4",920,"InGen",0.833162085646198,1,"ENST00000538827.5",TRUE,-0.355098308272833,-2.37276114303322,-4.68394037542904,3.98451923624721e-06,0.018163133244467,3.40106550697416,"DLPFC","exon"
"e684162",117,"ENSG00000010610.9","ENSG00000010610","protein_coding","CD4",920,"InGen",1.72005628021202,1,"ENST00000536590.1",TRUE,-0.334232204133607,-2.78647677177905,-4.27275908061469,2.46999189802079e-05,0.0365506267497306,1.70132177786263,"DLPFC","exon"
"e684172",410,"ENSG00000010610.9","ENSG00000010610","protein_coding","CD4",920,"InGen",0.666755079259454,1,"ENST00000543755.1",TRUE,-0.340968550501032,-2.34259466642389,-4.54533085181608,7.48303164417735e-06,0.0231847120198655,2.9192865543431,"DLPFC","exon"
"e684554",618,"ENSG00000240370.6","ENSG00000240370","transcribed_processed_pseudogene","",NA,"InGen",0.689979502055435,1,"ENST00000441655.2",TRUE,0.142416589572916,-1.06441017427204,3.60691769764896,0.000353269313646574,0.0917489222094953,0.0299237095738469,"DLPFC","exon"
"e687044",212,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",18.1261200142756,1,"ENST00000543436.2",TRUE,-0.164348016701402,1.82287090146496,-3.84410186669647,0.00014284870761674,0.0660272366116195,0.574909956728354,"DLPFC","exon"
"e687045",127,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",18.3388640134323,2,"c(""ENST00000543436.2""; ""ENST00000318602.11"")",TRUE,-0.191970022175706,1.08345666152643,-4.18682075075685,3.55440324904284e-05,0.0429474517452464,1.94337911272456,"DLPFC","exon"
"e687046",112,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",21.807684314373,1,"ENST00000543436.2",TRUE,-0.169024694887925,1.16339430751888,-3.84100447928197,0.000144591639281575,0.0661105785968994,0.638114906111675,"DLPFC","exon"
"e687047",149,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",9.2203703719855,1,"ENST00000543436.2",TRUE,-0.191865651570348,0.173524259059728,-3.99934217210799,7.6995072410142e-05,0.0565645499522229,1.32140270687479,"DLPFC","exon"
"e687048",216,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",15.8042613646194,1,"ENST00000495442.1",TRUE,-0.167627193697819,1.62075780059371,-3.9846034827602,8.17183503080287e-05,0.0573014765326932,1.11476348859693,"DLPFC","exon"
"e687049",513,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",5.44772321691146,1,"ENST00000495442.1",TRUE,-0.173619315202394,1.27986376072832,-4.05802825914694,6.06364360536058e-05,0.0514312989928297,1.42810411573332,"DLPFC","exon"
"e687050",339,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",10.1406064314694,1,"ENST00000495709.1",TRUE,-0.166925365360254,1.63073544998897,-3.97423385831413,8.52049058186456e-05,0.0581623155107619,1.07490385073278,"DLPFC","exon"
"e687051",42,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",35.5243132038428,2,"c(""ENST00000495709.1""; ""ENST00000318602.11"")",TRUE,-0.165281565011188,0.360245742647441,-3.58271521823252,0.000386436848333619,0.0945709277669762,-0.159603552798075,"DLPFC","exon"
"e687052",128,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",15.1574070141317,2,"c(""ENST00000495709.1""; ""ENST00000318602.11"")",TRUE,-0.18848425169355,0.716199229975154,-4.16127820807995,3.95586989919681e-05,0.0446650656835984,1.8814371987144,"DLPFC","exon"
"e687053",394,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",9.70897193375081,1,"ENST00000318602.11",TRUE,-0.165406423907266,1.80242808040704,-3.87164639008154,0.000128199484249079,0.0633147398031785,0.677169704363367,"DLPFC","exon"
"e687054",184,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",21.9414862645847,4,"c(""ENST00000318602.11""; ""ENST00000539638.5""; ""ENST00000404455.2""; ""ENST00000467091.1"")",TRUE,-0.149461783019196,1.93255672355877,-3.7429849810686,0.000211359108422116,0.0758335586193459,0.201073509239611,"DLPFC","exon"
"e687055",160,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",26.2804813407393,2,"c(""ENST00000318602.11""; ""ENST00000404455.2"")",TRUE,-0.157988736891557,1.92617371723891,-3.90714349023903,0.00011141018078409,0.061486540063239,0.794416778188764,"DLPFC","exon"
"e687059",85,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",26.3339810110403,1,"ENST00000318602.11",TRUE,-0.158970447356063,1.04226199656209,-3.90901470277753,0.00011058563089674,0.061486540063239,0.898390781312523,"DLPFC","exon"
"e687060",121,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",25.7137484757054,1,"ENST00000318602.11",TRUE,-0.17903367538424,1.54783611970728,-4.33744197755223,1.87065221163483e-05,0.0341870896065061,2.49420524110409,"DLPFC","exon"
"e687061",115,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",30.0276174744861,1,"ENST00000318602.11",TRUE,-0.179046491502721,1.65017405524938,-4.38159980270487,1.54433836506345e-05,0.0320658817713068,2.6629701336743,"DLPFC","exon"
"e687062",110,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",23.901652812622,1,"ENST00000318602.11",TRUE,-0.190620111337355,1.26620406977355,-4.36827293613074,1.63659050162869e-05,0.0334558747890418,2.6460263791265,"DLPFC","exon"
"e687063",162,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",22.0364201932288,2,"c(""ENST00000318602.11""; ""ENST00000545828.1"")",TRUE,-0.171014816119001,1.69672738489752,-4.05661005565155,6.09894830194149e-05,0.0514336294372128,1.37772355611225,"DLPFC","exon"
"e687064",228,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",20.6680208147358,1,"ENST00000318602.11",TRUE,-0.190910845741569,2.10526090861048,-4.41156984959598,1.35471676936179e-05,0.0312589042075449,2.74404725422488,"DLPFC","exon"
"e687065",64,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",26.1878276669426,3,"c(""ENST00000318602.11""; ""ENST00000546069.1""; ""ENST00000472360.1"")",TRUE,-0.16361858482138,0.587851939494663,-3.73752706365879,0.000215823709562721,0.0763412681780501,0.339519999448174,"DLPFC","exon"
"e687066",143,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",21.7525889245029,2,"c(""ENST00000318602.11""; ""ENST00000472360.1"")",TRUE,-0.163835788325493,1.50478353313444,-3.82468420319686,0.000154112248852087,0.0679847586056811,0.540086667654533,"DLPFC","exon"
"e687067",150,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",17.4657023068382,1,"ENST00000318602.11",TRUE,-0.172062331631466,1.26972109710448,-3.71706372942109,0.000233367013859998,0.0785648475871305,0.186392474546516,"DLPFC","exon"
"e687069",112,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",26.1877579114741,2,"c(""ENST00000318602.11""; ""ENST00000546069.1"")",TRUE,-0.163316043398638,1.40510386837511,-3.81425116197529,0.000160505710318381,0.0688220495120805,0.514403155122758,"DLPFC","exon"
"e687070",115,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",22.7335859913561,2,"c(""ENST00000318602.11""; ""ENST00000546069.1"")",TRUE,-0.169871396041238,1.24150512086634,-4.01727318017144,7.15979480387891e-05,0.0553011433659845,1.27821337492357,"DLPFC","exon"
"e687071",229,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",17.6922020114002,1,"ENST00000318602.11",TRUE,-0.162168589607961,1.9009141386631,-3.81229006743208,0.000161735133925011,0.0688233915601326,0.451639631611831,"DLPFC","exon"
"e687073",122,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",20.4636569841595,2,"c(""ENST00000318602.11""; ""ENST00000462568.1"")",TRUE,-0.168886743702895,1.1994639522136,-3.85125422688201,0.000138899606497407,0.0653442735985304,0.671054945594889,"DLPFC","exon"
"e687074",52,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",33.6840863645048,2,"c(""ENST00000318602.11""; ""ENST00000462568.1"")",TRUE,-0.163740723633139,0.652001097866023,-3.62393513021716,0.000331569824483371,0.0896240907889285,-0.0584791487355583,"DLPFC","exon"
"e687075",84,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",31.5344902072195,2,"c(""ENST00000318602.11""; ""ENST00000542567.1"")",TRUE,-0.175651141015711,1.23468003118605,-3.89779476970213,0.000115617661027406,0.061486540063239,0.835930916285514,"DLPFC","exon"
"e687076",177,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",23.4209494595555,2,"c(""ENST00000318602.11""; ""ENST00000542567.1"")",TRUE,-0.183354726435614,1.92360520497564,-4.20453450539804,3.29913137361637e-05,0.0413203283840854,1.92765889098322,"DLPFC","exon"
"e687077",88,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",28.4520193431564,2,"c(""ENST00000318602.11""; ""ENST00000542567.1"")",TRUE,-0.17675330237126,1.16538866860501,-3.94640604936722,9.52723798507742e-05,0.0600822052846381,1.02228748539402,"DLPFC","exon"
"e687078",157,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",21.9881319879233,1,"ENST00000318602.11",TRUE,-0.181232894386294,1.64242065978713,-4.23549740268972,2.89437788337261e-05,0.039176145533159,2.07737849696833,"DLPFC","exon"
"e687079",75,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",27.0840181070366,1,"ENST00000318602.11",TRUE,-0.160261975399914,0.86236139973924,-3.69021377542192,0.000258429088900906,0.081056330149174,0.141352443302877,"DLPFC","exon"
"e687080",181,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",16.6367941967064,1,"ENST00000318602.11",TRUE,-0.151541551074058,1.41832870655473,-3.54632106811351,0.000441854896642985,0.0988518670178543,-0.417263370081786,"DLPFC","exon"
"e687081",224,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",14.822961897206,1,"ENST00000318602.11",TRUE,-0.172537418113879,1.56505923433088,-4.02202666517249,7.02286096486404e-05,0.0548257336619818,1.26058666843105,"DLPFC","exon"
"e687082",219,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",19.9712376893464,1,"ENST00000318602.11",TRUE,-0.186236030043748,1.93376885455685,-4.40131488061077,1.41694085615292e-05,0.0312589042075449,2.71715948336563,"DLPFC","exon"
"e687083",128,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",23.5327335889126,1,"ENST00000318602.11",TRUE,-0.171728660810708,1.39157801357854,-4.12865765282053,4.53166273185748e-05,0.0467154067314476,1.68564014773626,"DLPFC","exon"
"e687084",91,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",24.2725355293931,1,"ENST00000318602.11",TRUE,-0.170765695914223,1.02523429325829,-3.94874719304708,9.43837588866425e-05,0.0600385331766876,1.04786354168177,"DLPFC","exon"
"e687085",69,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",40.7018954173984,1,"ENST00000318602.11",TRUE,-0.155792198796888,1.31208907317007,-3.80127569136947,0.00016880709989288,0.0698081606848989,0.478839930082091,"DLPFC","exon"
"e687086",103,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",32.9939816173539,1,"ENST00000318602.11",TRUE,-0.167891183313486,1.61417102492174,-3.98638308356174,8.11337808137869e-05,0.0573014765326932,1.1221371326533,"DLPFC","exon"
"e687089",61,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",30.0981299092736,1,"ENST00000545828.1",TRUE,-0.174350556610816,0.73849855009264,-3.86668631104613,0.000130727895408564,0.0641237704439238,0.78063522567761,"DLPFC","exon"
"e687091",125,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",25.7346917828351,1,"ENST00000545828.1",TRUE,-0.197152034643058,1.55061751459441,-4.45615157457629,1.11335046938169e-05,0.0281756951183643,2.97889576398404,"DLPFC","exon"
"e687092",69,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",36.0900696876656,1,"ENST00000545828.1",TRUE,-0.180399602905055,1.05581276927935,-4.1952119941626,3.43121472565321e-05,0.0419988095538187,1.97765849293653,"DLPFC","exon"
"e687093",54,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",41.8838739563828,1,"ENST00000545828.1",TRUE,-0.16795208825053,0.932632406939469,-4.05585784019133,6.11775315059952e-05,0.0514336294372128,1.45576054254044,"DLPFC","exon"
"e687098",89,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",27.0515725338915,1,"ENST00000542567.1",TRUE,-0.189662343316508,1.12726682965126,-4.40294809781814,1.40685098089196e-05,0.0312589042075449,2.8002359780799,"DLPFC","exon"
"e687099",175,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",13.396051450666,1,"ENST00000462568.1",TRUE,-0.192191271674227,1.09290281771643,-4.18110675193101,3.64068956656667e-05,0.0433584261374687,1.92015167578452,"DLPFC","exon"
"e687102",197,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",13.523834431127,1,"ENST00000462568.1",TRUE,-0.176453454545379,1.2428579522378,-3.91865394914458,0.000106428892022803,0.0612308334395259,0.911415878846036,"DLPFC","exon"
"e687103",48,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",29.7385078483078,1,"ENST00000546069.1",TRUE,-0.164186228958252,0.350481390263766,-3.55750412749653,0.000424079660548637,0.0974012781725667,-0.243688795361424,"DLPFC","exon"
"e687105",58,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",32.3593732001906,1,"ENST00000546069.1",TRUE,-0.15993850158183,0.826440585161999,-3.65273589098687,0.00029767337376269,0.0855931392422429,0.0171442641329609,"DLPFC","exon"
"e687110",110,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",25.9007759926726,1,"ENST00000472360.1",TRUE,-0.185525459461739,1.35018652780632,-4.23667083087918,2.88001167398443e-05,0.0391151941679373,2.11067606783532,"DLPFC","exon"
"e687113",375,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",7.03559611879495,1,"ENST00000472360.1",TRUE,-0.171945851721453,1.2800476923039,-3.71555569554475,0.000234711653947664,0.0787684054637035,0.179842522167053,"DLPFC","exon"
"e687114",97,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",38.6767160896401,1,"ENST00000539638.5",TRUE,-0.166716995440394,1.77949272482607,-3.90342984596774,0.000113063876549519,0.061486540063239,0.795985895939042,"DLPFC","exon"
"e687119",66,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",30.6777789860649,1,"ENST00000539638.5",TRUE,-0.152231439030228,0.895250932799915,-3.71442881368944,0.000235721201529088,0.0788886255409371,0.221095673329654,"DLPFC","exon"
"e687121",103,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",36.4398825514748,1,"ENST00000404455.2",TRUE,-0.166873959154541,1.77992677830871,-3.9081967378587,0.000110945353471324,0.061486540063239,0.813466394643766,"DLPFC","exon"
"e687126",298,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",12.7829931774769,1,"ENST00000467091.1",TRUE,-0.164656492191457,1.79750108270149,-3.85047719321227,0.000139323584262549,0.0654451234035239,0.60064335298455,"DLPFC","exon"
"e687129",254,"ENSG00000175899.14","ENSG00000175899","protein_coding","A2M",2,"InGen",14.9486831720165,1,"ENST00000497324.1",TRUE,-0.165340619956266,1.79391154575111,-3.86648718971458,0.000130830376600673,0.0641237704439238,0.659237228030598,"DLPFC","exon"
"e687757",1814,"ENSG00000172243.17","ENSG00000172243","protein_coding","CLEC7A",64581,"InGen",0.381018623583707,2,"c(""ENST00000353231.9""; ""ENST00000534609.5"")",TRUE,-0.402623184757149,-1.23184628778062,-4.32487130997291,1.97499774632985e-05,0.0346571031518907,2.52574987233456,"DLPFC","exon"
"e687767",138,"ENSG00000172243.17","ENSG00000172243","protein_coding","CLEC7A",64581,"InGen",0.841053044056249,5,"c(""ENST00000529761.5""; ""ENST00000304084.12""; ""ENST00000465100.5""; ""ENST00000533022.5""; ""ENST00000531192.5"")",TRUE,-0.454005407578718,-3.74402788828115,-3.9089371716743,0.00011061967987537,0.061486540063239,0.0160961743078234,"DLPFC","exon"
"e687770",437,"ENSG00000172243.17","ENSG00000172243","protein_coding","CLEC7A",64581,"InGen",0.6760762046109,1,"ENST00000529761.5",TRUE,-0.403813110839777,-2.42055522445625,-4.18168492366385,3.63186868284426e-05,0.0433584261374687,1.64748642425387,"DLPFC","exon"
"e687775",729,"ENSG00000172243.17","ENSG00000172243","protein_coding","CLEC7A",64581,"InGen",0.561297604301224,1,"ENST00000298523.9",TRUE,-0.395860435904701,-1.9538992689413,-4.2792783336936,2.40213442210117e-05,0.0365506267497306,2.17613627434722,"DLPFC","exon"
"e687779",523,"ENSG00000172243.17","ENSG00000172243","protein_coding","CLEC7A",64581,"InGen",0.615996550086157,1,"ENST00000396484.6",TRUE,-0.404763631065369,-2.29377569788413,-4.30670968314199,2.13563052935483e-05,0.035863316731845,2.13044604000648,"DLPFC","exon"
"e687785",364,"ENSG00000172243.17","ENSG00000172243","protein_coding","CLEC7A",64581,"InGen",0.757644432804287,1,"ENST00000304084.12",TRUE,-0.427839822236468,-2.51799354829354,-4.39422013432481,1.46158160458754e-05,0.0312589042075449,2.31828350339716,"DLPFC","exon"
"e687793",133,"ENSG00000172243.17","ENSG00000172243","protein_coding","CLEC7A",64581,"InGen",1.25091523270791,3,"c(""ENST00000349926.9""; ""ENST00000465100.5""; ""ENST00000533022.5"")",TRUE,-0.441110074542875,-3.23448562300128,-4.04531185045479,6.38726836574761e-05,0.0526565480462477,0.761045396753143,"DLPFC","exon"
"e687818",137,"ENSG00000173391.8","ENSG00000173391","protein_coding","OLR1",4973,"InGen",2.79370668649118,2,"c(""ENST00000309539.7""; ""ENST00000544577.5"")",TRUE,-0.432582010088298,-1.85815314827063,-4.35389928623352,1.74199368248287e-05,0.0340896032973871,2.48469775193782,"DLPFC","exon"
"e687823",1721,"ENSG00000173391.8","ENSG00000173391","protein_coding","OLR1",4973,"InGen",1.36842482169541,1,"ENST00000309539.7",TRUE,-0.328506638638689,0.895577871374812,-4.22270660111603,3.05547695558846e-05,0.0401241793866933,2.10131905457562,"DLPFC","exon"
"e687827",439,"ENSG00000173391.8","ENSG00000173391","protein_coding","OLR1",4973,"InGen",1.57776041135902,1,"ENST00000544577.5",TRUE,-0.345059002412253,-0.8867979145704,-4.29932894087225,2.20441649582569e-05,0.0358797673440848,2.46891911495734,"DLPFC","exon"
"e687831",438,"ENSG00000173391.8","ENSG00000173391","protein_coding","OLR1",4973,"InGen",1.36562614874432,1,"ENST00000543993.5",TRUE,-0.302287925766092,-1.1191982611709,-3.6633029405296,0.000286075217939107,0.084592232123196,0.212236867280975,"DLPFC","exon"
"e687832",116,"ENSG00000173391.8","ENSG00000173391","protein_coding","OLR1",4973,"InGen",3.29848596513586,1,"ENST00000545927.5",TRUE,-0.432258153557093,-1.858919785115,-4.35124631376078,1.76214529517512e-05,0.0340896032973871,2.47481805967742,"DLPFC","exon"
"e687836",404,"ENSG00000173391.8","ENSG00000173391","protein_coding","OLR1",4973,"InGen",1.34349196216793,1,"ENST00000545927.5",TRUE,-0.300916420448317,-1.26899232830685,-3.64119124491588,0.000310849331116326,0.0872452655924315,0.136960248363341,"DLPFC","exon"
"e687837",131,"ENSG00000173391.8","ENSG00000173391","protein_coding","OLR1",4973,"InGen",2.92155935678326,1,"ENST00000432556.6",TRUE,-0.432252611198788,-1.85833444840278,-4.34962032674225,1.77460610057816e-05,0.0341475095222497,2.46909427290803,"DLPFC","exon"
"e689035",88,"ENSG00000178878.12","ENSG00000178878","protein_coding","APOLD1",81575,"InGen",4.47365827723193,1,"ENST00000356591.4",TRUE,-0.340795997518185,-1.63849473797022,-3.74877852283552,0.000206715331622275,0.0752927522953334,0.458364273065893,"DLPFC","exon"
"e690989",1162,"ENSG00000052126.14","ENSG00000052126","protein_coding","PLEKHA5",54477,"InGen",1.23900653122508,1,"ENST00000510738.2",TRUE,0.127568376165205,0.517382079816323,4.07417077676884,5.67524579494825e-05,0.0502422507010635,1.55839559579607,"DLPFC","exon"
"e693279",3143,"ENSG00000123095.5","ENSG00000123095","protein_coding","BHLHE41",79365,"InGen",4.41601295276556,1,"ENST00000242728.4",TRUE,-0.125089404138984,3.89431349414567,-4.18941399288263,3.51588960085001e-05,0.0427712283918374,1.68637072938187,"DLPFC","exon"
"e693948",89,"ENSG00000110841.13","ENSG00000110841","protein_coding","PPFIBP1",8496,"InGen",15.9556974872505,5,"c(""ENST00000540114.5""; ""ENST00000537927.5""; ""ENST00000318304.12""; ""ENST00000542629.5""; ""ENST00000228425.10"")",TRUE,0.0894923080379513,0.673870526097314,3.5710753239614,0.000403409067550614,0.0957421772809246,-0.245652946082973,"DLPFC","exon"
"e696326",448,"ENSG00000110975.8","ENSG00000110975","protein_coding","SYT10",341359,"InGen",0.505935899623637,1,"ENST00000228567.7",TRUE,0.335079287361206,-1.73914963443442,5.9095564593952,7.91056732394219e-09,0.0014649188809565,9.13013584272516,"DLPFC","exon"
"e696333",275,"ENSG00000110975.8","ENSG00000110975","protein_coding","SYT10",341359,"InGen",0.741718958133092,1,"ENST00000539102.1",TRUE,0.314832936194264,-1.88544823749095,5.28377877377265,2.18813769644678e-07,0.00394444641849979,6.18323949995725,"DLPFC","exon"
"e696433",74,"ENSG00000139117.13","ENSG00000139117","protein_coding","CPNE8",144402,"InGen",6.08107396573306,5,"c(""ENST00000552259.5""; ""ENST00000331366.9""; ""ENST00000538596.6""; ""ENST00000546603.5""; ""ENST00000360449.3"")",TRUE,0.163618840270646,-1.12362906985284,3.92339240539295,0.000104440220169335,0.0611860909330466,1.08807881672863,"DLPFC","exon"
"e696444",42,"ENSG00000139117.13","ENSG00000139117","protein_coding","CPNE8",144402,"InGen",27.4454172470706,3,"c(""ENST00000331366.9""; ""ENST00000360449.3""; ""ENST00000551855.1"")",TRUE,0.108352859320767,0.355573388139462,3.6076714235905,0.000352280635611713,0.0917415370357218,-0.0848412703860424,"DLPFC","exon"
"e696488",267,"ENSG00000139117.13","ENSG00000139117","protein_coding","CPNE8",144402,"InGen",2.16685707938353,1,"ENST00000547417.1",TRUE,0.13808381437959,-0.710921182575935,3.62621310531354,0.000328762025768572,0.0895689369415258,0.0812522805364484,"DLPFC","exon"
